,player_link,main_rating_1_0,main_dpr,main_kast,main_impact,main_adr,main_kpr,firepower,firepower_kills_per_round,firepower_kills_per_round_win,firepower_damage_per_round_win,firepower_rounds_with_a_kill,firepower_rounds_with_a_multi_kill,firepower_pistol_round_rating,entrying,entrying_saved_by_teammate_per_round,entrying_traded_death_per_round,entrying_traded_deaths_percentage,entrying_opening_deaths_traded_percantage,entrying_assists_per_round,entrying_support_rounds,trading,trading_saved_teammate_per_round,trading_trade_kills_per_round,trading_trade_kills_percentage,trading_assisted_kills_percentage,trading_damage_per_kill,opening,opening_kills_per_round,opening_deaths_per_round,opening_attempts,opening_success,opening_win_percentage_after_opening_kill,opening_attacks_per_round,clutching,clutching_clutch_points_per_round,clutching_last_alive_percentage,clutching_one_on_one_win_percentage,clutching_time_alive_per_round,clutching_saves_per_round_loss,sniping,sniping_sniper_kills_per_round,sniping_sniper_kills_percentage,sniping_rounds_with_sniper_kills_percentage,sniping_sniper_multi_kill_rounds,sniping_sniper_opening_kills_per_round,utility,utility_damage_per_round,utility_kills_per_100_rounds,utility_flashed_thrown_per_round,utility_flash_assists_per_round,utility_time_opponent_flashed_per_round,statistics_total_kills,statistics_headshot_percentage,statistics_total_deaths,statistics_kd_ratio,statistics_damage_per_round,statistics_grenade_damage_per_round,statistics_maps_played,statistics_rounds_played,statistics_assists_per_round,statistics_deaths_per_round,statistics_saved_by_teammate_per_round,statistics_saved_teammates_per_round
21109,/player/na/mean,0.8841157799990527,0.7317471220806292,0.5834648728030697,0.8095357430479889,61.7394334170259,0.6019252451560946,36.76029181865555,0.6019252451560946,0.9029494528400208,80.58003221374769,0.4203022407503908,0.13956132455350798,0.9581946089345776,37.35525131460515,0.08966601923350231,0.11724146098820411,0.15997110237339524,0.21084750580321193,0.12988440949358096,0.1541792600312663,37.819460893457766,0.0867369368515799,0.11392960348666446,0.18942110000473733,0.20919181391823394,98.69131650007105,38.86669193235113,0.08492903500876403,0.10656212989720025,0.19131128902363922,0.43641479937467437,0.6299223080202757,2.2067705717940216,41.44175470178597,0.01947141029892463,0.10542754275427543,0.4522795963806907,2609.1109005637404,0.042695058979582166,14.817708086598133,0.06047136292576626,0.09418636600502155,0.04574968023118102,0.014814174048983846,0.013475323321805866,35.041783125680986,3.1156994646833107,0.7294627883841016,0.4347012174901701,0.02327751196172249,1.6807394950021315,2140.2188166185038,0.4621952721587948,2127.217016438486,0.8324899332038467,62.45296792837177,20.951224596143827,123.94738500165806,3140.815595243735,0.19133544933440713,0.6641129376095505,0.08966601923350231,0.0867369368515799
